,atc_i_cell2,ssDNA_comp1,enzyme_VioA_biocrnpyler_624668,complex_dna_dna_vioA_protein_RNAP_biocrnpyler_624668,complex_protein_Ribo_transcript_vioA_biocrnpyler_624668,dna_dna_vioA_biocrnpyler_624668,transcript_vioA_biocrnpyler_624668,complex_protein_RNAase_transcript_vioA_biocrnpyler_624668,enzyme_VioB_biocrnpyler_624668,complex_protein_RNAase_transcript_vioB_biocrnpyler_624668,complex_protein_Ribo_transcript_vioB_biocrnpyler_624668,complex_dna_dna_vioB_protein_RNAP_biocrnpyler_624668,transcript_vioB_biocrnpyler_624668,dna_dna_vioB_biocrnpyler_624668,enzyme_VioE_biocrnpyler_624668,complex_protein_Ribo_transcript_vioE_biocrnpyler_624668,complex_protein_RNAase_transcript_vioE_biocrnpyler_624668,dna_dna_vioE_biocrnpyler_624668,transcript_vioE_biocrnpyler_624668,complex_dna_dna_vioE_protein_RNAP_biocrnpyler_624668,transcript_vioD_biocrnpyler_624668,complex_protein_Ribo_transcript_vioD_biocrnpyler_624668,complex_dna_dna_vioD_protein_RNAP_biocrnpyler_624668,enzyme_VioD_biocrnpyler_624668,complex_protein_RNAase_transcript_vioD_biocrnpyler_624668,dna_dna_vioD_biocrnpyler_624668,TRP_biocrnpyler_624668,IPA_imine_biocrnpyler_624668,complex_TRP_enzyme_VioA_biocrnpyler_624668,IPA_imine_dimer_biocrnpyler_624668,complex_2x_IPA_imine_enzyme_VioB_biocrnpyler_624668,complex_IPA_imine_dimer_enzyme_VioE_biocrnpyler_624668,complex_PTDVA_enzyme_VioD_biocrnpyler_624668,atc_i_cell3,ssDNA_comp2,complex_protein_Ribo_transcript_vioC_biocrnpyler_693963,complex_dna_dna_vioC_protein_RNAP_biocrnpyler_693963,transcript_vioC_biocrnpyler_693963,protein_Ribo_biocrnpyler_624668_1_combined,protein_RNAase_biocrnpyler_624668_1_combined,enzyme_VioC_biocrnpyler_693963,complex_protein_RNAase_transcript_vioC_biocrnpyler_693963,dna_dna_vioC_biocrnpyler_693963,protein_RNAP_biocrnpyler_624668_1_combined,PTVA_biocrnpyler_624668_1_combined,V_biocrnpyler_693963,complex_PTVA_enzyme_VioC_biocrnpyler_693963,PTDVA_biocrnpyler_624668_1_combined,DV_biocrnpyler_693963,complex_PTDVA_enzyme_VioC_biocrnpyler_693963,atc_e_external_reservoir_model_1_combined_1_combined,time
0,9425.24894091725,10.0,404.19079484703,0.747968801042483,5.99666721308463,9.25203119895751,45.2072911465778,1.49917086337784,407.028329231459,1.49917086337784,5.99666721308466,0.747968801042482,45.2072911465778,9.2520311989575,406.979670551844,5.99666721308467,1.49917086337784,9.2520311989575,45.2072911465779,0.747968801042482,45.2072911465778,5.99666721308464,0.747968801042482,406.977929250597,1.49917086337784,9.2520311989575,0.000703350364652453,0.00117973702205942,2.83860203027802,1.2251172635943e-05,0.00106764584673051,0.0497263254660176,0.0514676267126366,9425.24893068272,10.0,23.9864830537995,2.95778913556459,178.342179511423,0.0135169462004945,0.00336276990452504,1626.62780672708,5.99663723009546,7.0422108644354,0.0422108644354081,0.0,0.0,0.0,0.0,0.0,0.0,574.751069317302,1463.6591478696741
1,9445.578615117915,10.0,410.31579411980834,1.1956454286962586,6.082072716519671,8.804354571303733,46.2668813202639,1.5205219774019865,413.10043522179274,1.5205219774019847,6.082072716519668,1.1956454286962601,46.266881320263934,8.804354571303724,413.05268431072204,6.082072716519685,1.5205219774019905,8.804354571303724,46.26688132026402,1.1956454286962601,46.266881320263884,6.082072716519674,1.1956454286962601,413.0913721655389,1.5205219774019865,8.804354571303724,0.0006799199505409492,0.0011407157386554047,2.785688834466221,1.1845852589581267e-05,0.0010477324802135365,0.04879864355478791,0.010110788737807123,9445.578604885435,10.0,23.64516609437636,1.1956454286882627,179.85617913619373,0.013211891883500774,0.0032868777853649186,1650.3882336326815,5.911308666118044,8.804354571311727,0.013648060696628456,2.694967940140988e-07,0.0013778775748649896,0.004419660285162646,2.454164343979713e-06,0.02259756101195812,0.04039483979415787,534.0917209139432,1483.7092731829573
2,9464.337745851963,10.0,416.4896606379372,1.195645428692577,6.130972337838225,8.804354571307417,47.37378904570894,1.5327468919284033,419.22239401340596,1.5327468919284077,6.130972337838236,1.1956454286925722,47.373789045708946,8.80435457130741,419.17553388820016,6.130972337838244,1.532746891928407,8.804354571307407,47.37378904570905,1.1956454286925722,47.373789045708925,6.130972337838216,1.1956454286925722,419.2134959169559,1.5327468919284026,8.80435457130741,0.0006573372879216339,0.0011030903601189144,2.7337615643025583,1.1455067310997989e-05,0.0010281888321122868,0.04788831404186077,0.009926285286064854,9464.337735621535,10.0,23.449772587489345,1.195645428702997,181.1810328118022,0.013006913496157164,0.0032358828329265145,1673.9926413838987,5.862460002964812,8.804354571296994,0.013648060696628442,4.0826288497056424e-07,0.004570248874754398,0.006806715814529154,2.374196169597384e-06,0.04488391051151712,0.03963751116788549,496.5734594437959,1503.7593984962405
3,9481.647663340178,10.0,422.7109178737231,1.1956454286563007,6.178556394851783,8.804354571343692,48.482099435645814,1.5446429146620757,425.39271072615736,1.5446429146620277,6.178556394851719,1.1956454286563243,48.48209943564597,8.804354571343655,425.34672474299754,6.1785563948517535,1.5446429146620448,8.804354571343666,48.48209943564605,1.1956454286563156,48.48209943564581,6.178556394851818,1.1956454286563243,425.38397295851223,1.5446429146620455,8.804354571343655,0.0006355733513080283,0.0010668123645716757,2.682801862276914,1.1078284727712032e-05,0.001009009840948014,0.046994993004636214,0.009746777489807009,9481.647653111799,10.0,23.25963507482156,1.1956454288480314,182.5002826438545,0.012808198109885933,0.0031864460050375775,1697.4049028432673,5.814925348858139,8.80435457115196,0.013648060696628179,4.785928352120107e-07,0.008758289432032369,0.00809681470967495,2.2974463911479644e-06,0.06675192894232218,0.03889261629061808,461.95362446531686,1523.8095238095236
4,9497.620323781992,10.0,428.97829130970666,1.1956454286946694,6.224876951063547,8.80435457130532,49.59175387333766,1.5562230615043555,431.6100928360339,1.5562230615043553,6.224876951063555,1.1956454286946683,49.59175387333769,8.804354571305312,431.5649646712899,6.224876951063568,1.5562230615043606,8.804354571305314,49.59175387333783,1.1956454286946683,49.59175387333766,6.22487695106355,1.1956454286946683,431.6015110090085,1.5562230615043549,8.804354571305312,0.000614597307547934,0.0010318321568302407,2.632791715029116,1.0714986756693973e-05,0.000990188700191488,0.04611835344801728,0.009572015729345426,9497.62031355566,10.0,23.07454558522486,1.1956454286946174,183.81416277658997,0.012615462859364376,0.003138496929689377,1720.6297115005577,5.768652710564282,8.804354571305373,0.013648060696628436,5.106881057648083e-07,0.01347417655599502,0.008760461708668486,2.2237513604253706e-06,0.0882085417411097,0.03816014847409262,430.0083035796427,1543.859649122807
5,9512.359037801358,10.0,435.2905568755223,1.1956454286944744,6.26998332021805,8.804354571305517,50.70269692528949,1.56749966096411,437.87329860073,1.5674996609641207,6.269983320218048,1.1956454286944747,50.7026969252895,8.804354571305506,437.82901224085714,6.26998332021808,1.5674996609641174,8.804354571305508,50.70269692528966,1.1956454286944755,50.70269692528949,6.269983320218042,1.1956454286944747,437.86486855580284,1.5674996609641156,8.804354571305506,0.0005943793665819088,0.0009981017124544144,2.583713443948221,1.036467294908318e-05,0.0009717187388805728,0.04525807861555343,0.00940176366970649,9512.359027577078,10.0,22.89430712950718,1.1956454286954121,185.12289464123953,0.012428441959082718,0.00309196948404028,1743.6717590268267,5.7235928401708644,8.804354571304579,0.013648060696628507,5.215018459778871e-07,0.018450958263715355,0.009067168693843624,2.1529567921429634e-06,0.1092606583726246,0.03744006003084966,400.53087553885507,1563.9097744360902
6,9525.959130628615,10.0,441.64653837980427,1.1956454286946983,6.31392232448612,8.804354571305293,51.814876031481134,1.5784844186083338,444.18113448568647,1.5784844186083316,6.3139223244861205,1.195645428694697,51.81487603148115,8.804354571305284,444.1376742190558,6.313922324486139,1.5784844186083382,8.804354571305288,51.814876031481305,1.1956454286946967,51.81487603148112,6.3139223244861205,1.195645428694697,444.1728522792131,1.5784844186083322,8.804354571305284,0.0005748907468896917,0.0009655745639693687,2.535549699286489,1.0026859564123018e-05,0.0009535934025916583,0.04441386003697701,0.00923579987951397,9525.959120406384,10.0,22.718732669461502,1.195645428694509,186.4266881929663,0.012246884932507342,0.003046801353862702,1766.5356597851817,5.679698977724126,8.804354571305481,0.01364806069662845,5.206159053868744e-07,0.02353680008194291,0.009171209826244543,2.084917489254609e-06,0.12991515374688306,0.036732276364603564,373.33068988229127,1583.9598997493733
7,9538.508564984937,10.0,448.0451050259377,1.195645428694768,6.356738405462509,8.804354571305222,52.92824137900286,1.5891884448828117,450.5324526734329,1.5891884448828024,6.356738405462505,1.1956454286947686,52.92824137900287,8.804354571305211,450.4898030833702,6.356738405462517,1.589188444882814,8.804354571305215,52.92824137900301,1.1956454286947669,52.92824137900281,6.356738405462512,1.1956454286947686,450.52431456159576,1.5891884448828066,8.804354571305211,0.0005561036778793533,0.0009342057964334637,2.4882834537589384,9.701079444682067e-06,0.0009358062620688649,0.04358539632843972,0.009073918102638714,9538.508554764756,10.0,22.54764467468521,1.19564542869422,187.7257424153859,0.01207055580325103,0.0030029338323188264,1789.2259114943806,5.63692674014778,8.80435457130577,0.013648060696628406,5.13412374167266e-07,0.028645714726956983,0.009160897221428268,2.0194971936799703e-06,0.1501788557155951,0.03603670406762433,348.2318211675956,1604.0100250626565
8,9550.088508468585,10.0,454.4851691299195,1.195645428694674,6.398473784745314,8.804354571305318,54.042745712802486,1.599622295225949,456.9261487755543,1.5996222952259536,6.398473784745319,1.1956454286946696,54.042745712802486,8.804354571305309,456.88429473408223,6.3984737847453355,1.599622295225954,8.804354571305309,54.04274571280263,1.1956454286946718,54.04274571280246,6.398473784745309,1.1956454286946696,456.91815119988144,1.5996222952259496,8.804354571305309,0.0005379913816208405,0.000903952033096915,2.4418979966426626,9.386881631201893e-06,0.0009183510062933377,0.04277239248199002,0.008915926682447166,9550.088498250454,10.0,22.380874481364597,1.1956454286945892,189.02024607627135,0.011899231992409338,0.002960311545636508,1811.746876167202,5.5952339610619095,8.804354571305401,0.013648060696628422,5.029141536187152e-07,0.033729373604946725,0.009086775889133827,1.956568056884591e-06,0.17005853606956367,0.035353235903483896,325.0719341982517,1624.0601503759397
9,9560.77385783887,10.0,460.9656839729608,1.1956454286946554,6.439168605158914,8.804354571305337,55.15834416992817,1.6097960053691962,463.36115967940503,1.6097960053691958,6.439168605158921,1.1956454286946538,55.1583441699282,8.804354571305323,463.3200863414355,6.439168605158935,1.6097960053692013,8.804354571305325,55.15834416992838,1.195645428694654,55.15834416992816,6.439168605158913,1.1956454286946538,463.35329925317035,1.609796005369196,8.804354571305323,0.0005205280548452938,0.0008747714139179959,2.396376927887251,9.08383099932899e-06,0.0009012214414462306,0.04197455941461627,0.008761647679492796,9560.773847622788,10.0,22.218261728359863,1.1956454286946578,190.3103783894265,0.011732703342725572,0.0029188822103379127,1834.1027726214104,5.554580549824228,8.804354571305332,0.0136480606966284,4.908141661120915e-07,0.0387610275929792,0.008977709818920428,1.8960100535194333e-06,0.1895609037863611,0.03468175396334839,303.7012354556307,1644.110275689223
